data,load,GRU,lstm,RF,LM,GB,SVM,SVR,Target2
2013/2/15 10:00,62593.44,50749.98438,50823.24219,52316.80646,58554.88812,52343.02393,54133.31432,51770.89873,50993.67
2013/2/15 11:00,62964.72,51929.55078,51882.73828,52932.87515,58909.04412,53107.06209,54495.56487,53043.7948,51954.63
2013/2/15 12:00,62325.9,51701.07813,51549.5,52680.94215,58392.12225,52580.45229,53965.16207,52806.87555,51309.44
2013/2/15 13:00,61045.53,49838.5625,49818.58203,51188.77825,57420.18759,51015.53076,52851.83861,51644.15304,49667.8
2013/2/15 14:00,59715.11,48255.15625,48280.56641,50539.77332,56176.04292,49614.8517,51494.60381,50074.93029,48238.19
2013/2/15 15:00,58749.6,47739.15625,47501.69531,49581.29469,55287.31858,49211.26671,50555.6816,49004.17308,47511.1
2013/2/15 16:00,58201.78,47314.49219,47431.61328,48840.77097,54710.49443,49081.69902,50109.96207,48579.51514,47343.66
2013/2/15 17:00,59583.16,48849.56641,48844.89453,50696.80131,55656.54208,50669.08718,51444.27971,50242.947,49709.66
2013/2/15 18:00,61389.51,54000.75781,54062.03516,52730.64423,57466.38201,53306.80434,53622.5666,52818.73504,52673.53
2013/2/15 19:00,59656.87,51471.82031,52155.83203,51809.31432,56531.29043,51412.83518,52466.2658,51581.68439,51027.34
2013/2/15 20:00,56038.71,48267.44531,48180.07813,50082.95717,53513.30575,50331.83409,49324.44816,48718.3258,47604.83
2013/2/15 21:00,53068.47,46191.42969,46471.0625,49225.04779,50859.7712,47918.63931,47053.82982,47025.7918,45772.09
2013/2/15 22:00,51137.45,45929.66797,45914.10938,47752.80106,49211.0244,47311.01993,45930.16439,46502.84791,45694.74
2013/2/15 23:00,47772.27,43300.60156,43219.00391,45393.54759,46647.77162,45659.85577,44023.6253,44307.71497,43474.34
2013/2/16 0:00,44614.57,41006,40929.52344,41865.18518,40807.64396,41524.25414,40704.84498,41251.00136,40777.1
2013/2/16 1:00,42540.68,38686.13281,38538.86719,39928.24988,39264.94979,39593.4504,38869.36457,39054.87056,38930.71
2013/2/16 2:00,41045.55,37857.46094,37846.75,38802.99605,38447.85598,38592.60049,37728.71156,37763.98749,38006.15
2013/2/16 3:00,40594.19,37652.95313,37532.25,38007.00762,38475.1181,38183.17796,37804.91452,37951.67967,37544.78
2013/2/16 4:00,40418.56,37401.16797,37116.35938,37839.50777,39007.18069,37834.53482,38387.71096,38429.02433,37703.12
2013/2/16 5:00,40108.25,36728.94531,36634.13672,37350.2315,39700.51073,37593.24905,38750.4915,38680.75637,37028.81
2013/2/16 6:00,40110.07,35504.11719,36010.73047,36353.84652,41133.78476,36711.49377,37985.95002,37350.57862,35897.68
2013/2/16 7:00,42696.29,37184.71094,37661.02344,37454.32701,44016.42901,37781.15704,38589.24258,37834.14945,36655.71
2013/2/16 8:00,46142.46,39406.94531,39749.66016,39992.76069,47201.51647,41212.12205,41271.33079,40621.60447,39281.06
2013/2/16 9:00,49174.58,42411.83203,42408.15234,43041.04188,49908.22572,44500.04187,44367.29092,44004.51994,42352.31
2013/2/16 10:00,50993.67,44862.99219,45071.58203,46032.58276,51759.43316,45952.1723,46574.91907,46850.00019,44701.02
2013/2/16 11:00,51954.63,47298.62109,47284.72656,47467.56166,52657.0593,47192.71661,47715.26818,48441.05145,47035.17
2013/2/16 12:00,51309.44,46568.59375,46413.76172,47541.45366,52273.40206,46987.24368,47610.24133,48399.68814,46502.82
2013/2/16 13:00,49667.8,44862.67188,44536.78906,46193.63577,51072.70823,45682.90055,46544.64625,46805.24804,44777.46
2013/2/16 14:00,48238.19,43545.77734,43249.25781,44781.52355,49933.81099,44985.56355,45532.93992,45088.41607,43346.03
2013/2/16 15:00,47511.1,42810.97656,42612.42969,44072.85822,49334.9647,44336.00258,45207.75627,44517.18047,42870.1
2013/2/16 16:00,47343.66,43111.80469,43026.71094,44027.18037,49349.81013,44125.27893,45549.70971,44874.29312,42958.37
2013/2/16 17:00,49709.66,45470.25391,45300.85938,46161.32743,51248.33138,46763.87188,47436.25226,47220.3123,45648.33
2013/2/16 18:00,52673.53,50074.83203,50205.625,49430.61467,53955.59692,49783.00325,50361.40248,50700.02774,50009.96
2013/2/16 19:00,51027.34,50004.12891,50476.87891,49818.58285,53331.10457,49448.49267,49980.0732,50897.89136,49403.9
2013/2/16 20:00,47604.83,47549.99219,47552.1875,47926.22329,50561.0911,48082.43382,47020.65635,48355.73001,47278.14
2013/2/16 21:00,45772.09,46231.32422,46509.06641,46575.30908,48723.70947,46623.93901,45503.00023,47230.85883,46239.83
2013/2/16 22:00,45694.74,46759.85156,47061.82422,46042.5515,48451.17178,46901.52473,45710.24622,47933.53903,46671.17
2013/2/16 23:00,43474.34,44137.08594,43930.66016,44228.61928,47012.0897,45472.69078,44600.98655,46320.56478,43919.33
2013/2/17 0:00,40777.1,41722.90234,41581.50781,41837.08398,41914.33807,41494.94133,40823.13174,41680.2469,41566.98
2013/2/17 1:00,38930.71,40133.43359,40091.3125,40832.23437,40608.52278,40998.3999,39821.17926,39360.70869,39958.1
2013/2/17 2:00,38006.15,39438.80078,39397.98828,40433.93101,40099.32942,40239.43134,40219.76088,38779.23823,39372.06
2013/2/17 3:00,37544.78,39831.54688,39830.37891,40602.95714,40255.12002,39849.76023,41974.03351,40249.56836,40029.08
2013/2/17 4:00,37703.12,41848.70703,41549.98828,41517.71391,40929.95999,41155.67726,44496.62826,42886.57292,41492.36
2013/2/17 5:00,37028.81,44907.30859,44787.42578,44110.8215,41021.39697,43218.06669,46527.16664,46061.00823,44568.16
2013/2/17 6:00,35897.68,51698.51953,51798.16406,51230.14846,40824.60691,50474.52811,48706.41133,50360.51544,51971.92
2013/2/17 7:00,36655.71,57812.25391,57648.3125,55866.9023,41991.53587,56740.9281,52773.4924,55314.01423,57767.71
2013/2/17 8:00,39281.06,59926.82031,59837.06641,58327.9334,44788.90346,59303.19548,57308.11056,58715.42195,59130.89
2013/2/17 9:00,42352.31,59404.5,59308.51172,59068.79746,48036.97034,60930.06788,60717.47357,60454.6494,59252.83
2013/2/17 10:00,44701.02,60013.82031,60234.24219,60420.93502,50539.82364,61219.86463,62609.78558,61631.95481,60084.57
2013/2/17 11:00,47035.17,61119.21484,61108.06641,61466.4141,52676.6667,61422.15952,63667.10806,63167.11107,61001.85
2013/2/17 12:00,46502.82,60388.65625,60653.21094,61318.30766,52788.59542,61650.07825,63749.46491,62943.67142,60676.98
2013/2/17 13:00,44777.46,60024.01563,59921.66406,60384.49953,51504.12736,61093.19825,62305.05271,61524.83054,60310.25
2013/2/17 14:00,43346.03,59321.92969,59287.83594,58811.41367,50359.45523,59552.16634,60893.50922,60319.61979,59482.15
2013/2/17 15:00,42870.1,58583.32813,58626.03906,57775.55289,50007.79165,59162.74873,59968.23208,59573.92619,58444.75
2013/2/17 16:00,42958.37,57551.60547,57735.42969,56776.41363,50309.00357,58132.3485,59537.54503,58871.18345,57243.55
2013/2/17 17:00,45648.33,58036.4375,57854.84766,58549.67502,52617.57791,59806.03937,60408.5925,59492.22045,58200.87
2013/2/17 18:00,50009.96,61909.92188,61528.72656,62082.71433,56496.46868,61772.87889,62518.60345,62808.56706,60767.07
2013/2/17 19:00,49403.9,59937.625,59854.53906,60772.9489,56708.73534,61135.84016,61343.70869,61310.94533,59596.81
2013/2/17 20:00,47278.14,56376.01563,56534.93359,56618.55583,54819.69419,57605.49056,57366.39596,57291.01991,55959.54
2013/2/17 21:00,46239.83,53446.22266,53463.62109,54225.79101,53698.8882,54125.49894,54447.33769,54197.49257,52951.99
2013/2/17 22:00,46671.17,51121.47656,50800.35547,52601.55759,53958.94271,52143.46102,53226.98101,52864.95718,50883.56
2013/2/17 23:00,43919.33,46878.66016,47294.37891,48610.95522,52230.54703,49489.15041,49465.22309,48297.1178,46897.76
2013/2/18 0:00,41566.98,43866.1875,43968.89844,44894.277,46461.76203,44893.58972,45494.606,45471.92215,43927.52
2013/2/18 1:00,39958.1,42213.39844,42393.73438,44092.17894,45186.01794,43149.08303,43781.52803,43533.93117,41898.22
2013/2/18 2:00,39372.06,41165.14844,41223.66016,43626.52284,44985.26282,42036.64891,43221.60227,42725.87288,40979.12
2013/2/18 3:00,40029.08,41016.41016,40999.75781,43741.39082,45806.04076,43410.44106,43844.2278,43159.56506,40744.34
2013/2/18 4:00,41492.36,41333.39844,41318.69922,44654.07876,47363.00567,44057.92775,45347.96392,44636.62339,41438.67
2013/2/18 5:00,44568.16,42740.23438,43120.37891,46845.44228,49728.09696,46475.69931,47857.98245,47227.67346,43811.04
2013/2/18 6:00,51971.92,49979.17188,49781.28906,53297.46058,55030.89422,52692.86699,53702.5322,53770.46438,50199.24
2013/2/18 7:00,57767.71,55791.76563,55948.58594,58934.88763,59860.70283,57594.31056,58999.40514,59243.56037,55337.1
2013/2/18 8:00,59130.89,57519.23047,57280.08203,60033.27825,61578.79099,59003.28117,60349.49853,60202.53176,57349.11
2013/2/18 9:00,59252.83,57544.98438,57487.05859,60162.18835,61770.96706,59040.38519,60578.13841,60134.00463,58047.08
2013/2/18 10:00,60084.57,58490.67969,59000.17969,60964.86123,62384.21804,60514.88471,61200.72806,60552.40931,59202.78
2013/2/18 11:00,61001.85,59884.19141,60271.39063,61693.70359,63207.35937,61279.38709,61827.48501,61164.03486,60613.28
2013/2/18 12:00,60676.98,59898.91406,60122.14063,61331.21864,62830.80325,60950.43467,61354.88723,60795.151,60431.28
2013/2/18 13:00,60310.25,59736.42578,59661.03125,61023.70314,62139.58232,60577.75215,60781.90408,60357.32115,60038.16
2013/2/18 14:00,59482.15,59165.61328,59166.69141,59522.03176,61183.24393,59229.43209,59825.9009,59703.91964,59223.71
2013/2/18 15:00,58444.75,58457.58984,58332.63281,58731.25137,60168.5544,58382.71415,58827.28116,58953.07743,58622.2
2013/2/18 16:00,57243.55,57847.03906,57897.97266,57869.89168,59257.86549,57462.54019,57705.29209,58052.9369,57582.98
2013/2/18 17:00,58200.87,57841.37109,57696.49219,58988.4294,59975.35191,58667.14809,58916.86477,58782.6264,58610.37
2013/2/18 18:00,60767.07,62426.71094,62247.07031,61421.56253,62373.10092,61085.50089,61511.49604,61600.61748,60778.9
2013/2/18 19:00,59596.81,60386.62891,60493.68359,60059.79495,61866.86331,59442.55647,60223.45101,60437.84095,59206.42
2013/2/18 20:00,55959.54,56088.08984,56057.32422,56507.49883,58993.35867,56350.26611,56537.82716,56949.23061,55620.11
2013/2/18 21:00,52951.99,52859.21484,53047.03125,53344.86147,56209.37196,53641.70015,53577.61305,53847.18359,52750.88
2013/2/18 22:00,50883.56,50794.90234,50770.17578,51188.69756,54514.09325,51720.4699,51726.32587,51625.31593,50696.1
2013/2/18 23:00,46897.76,46506.875,47013.46875,47829.81385,51368.69728,47784.81966,48020.05182,47609.99814,46698.47
2013/2/19 0:00,43927.52,43529.07813,43573.08984,44531.55131,46046.34867,45243.66221,44645.05992,44596.08644,43747.34
2013/2/19 1:00,41898.22,41967.78516,42039.33203,42229.06233,44347.00494,42804.66572,42569.82162,42724.92253,42030.17
2013/2/19 2:00,40979.12,41382.91016,41346.07813,41400.96051,43737.52206,42115.06221,41711.09948,41886.25943,41273.05
2013/2/19 3:00,40744.34,41573.74219,41525.95703,41183.73117,43845.83746,41533.62635,41653.54226,41778.4237,41512.38
2013/2/19 4:00,41438.67,42528.53125,42520.69141,41817.80087,44710.6256,42160.59722,42502.95738,42717.85877,42174.86
2013/2/19 5:00,43811.04,44126.33594,44162.07813,43324.27493,46994.27625,45011.98251,44732.11947,45374.68439,44885.75
2013/2/19 6:00,50199.24,50927.92969,51342.71484,49531.46875,52634.74669,50794.47036,50718.75277,52108.97118,51374.05
2013/2/19 7:00,55337.1,56751.44531,56579.69922,54583.04175,57476.51601,55834.23731,56196.31687,57529.50816,56522.83
2013/2/19 8:00,57349.11,58373.92969,58551.34766,57935.55121,59263.1118,57838.41015,58326.54451,59151.73648,58052.54
2013/2/19 9:00,58047.08,58113.46875,58221.86719,59060.5109,59440.68512,58582.01049,58983.87447,59526.47541,58639.49
2013/2/19 10:00,59202.78,59405.46094,59729.32031,60226.63212,59978.83637,60142.5701,59952.01555,60246.5011,59534.02
2013/2/19 11:00,60613.28,60418.46094,60592.89844,60836.18086,60785.01891,61502.61926,61101.8383,61018.46528,60735.22
2013/2/19 12:00,60431.28,60313.31641,60383.27734,60290.90522,60480.75897,61283.87473,60852.35124,60620.03324,60568.69
2013/2/19 13:00,60038.16,59939.15234,60041.09375,60013.2621,59942.45643,60969.81545,60423.84538,60252.79947,59950.8
2013/2/19 14:00,59223.71,58918.17578,59182.25781,59844.61716,59037.16957,59437.7321,59577.87503,59492.98333,58896.11
2013/2/19 15:00,58622.2,57982.17188,58087.70703,59529.93905,58238.84665,58432.73927,58906.40201,58894.12167,58270.94
2013/2/19 16:00,57582.98,58273.75391,57934.04688,58342.11757,57156.48133,57364.11115,57801.98957,57912.30997,56976.01
2013/2/19 17:00,58610.37,57310.39453,57136.01172,59274.76616,57544.28259,58656.22898,58930.79428,58923.6035,57916.04
2013/2/19 18:00,60778.9,61875.53125,61375.84375,60829.49418,59334.76564,61290.01671,61025.81368,60880.89799,60909.03
2013/2/19 19:00,59206.42,60256.20313,60347.41406,59618.71967,58345.11887,59785.44128,59353.3757,59137.72076,60075.47
2013/2/19 20:00,55620.11,56873.75781,56868.11328,56543.83593,55154.85026,56007.10222,55553.06318,55899.31644,56784.91
2013/2/19 21:00,52750.88,54070.78125,54391.95703,52962.17887,52264.29754,53094.62557,52625.29442,53459.39599,54137.72
2013/2/19 22:00,50696.1,52083.51172,52439.73828,50777.8912,50211.93887,51006.15869,50796.16318,51741.88814,52532.48
2013/2/19 23:00,46698.47,48532.49609,48784.17188,46821.88167,46882.99245,47516.68655,47178.03315,47766.09627,48886.11
2013/2/20 0:00,43747.34,46102.44922,46077.04297,43850.53986,42672.47657,44668.19866,44551.46756,44103.20295,46207.07
2013/2/20 1:00,42030.17,44584.07031,44661.23438,42341.25754,41204.44762,42726.90502,42392.84108,42600.45346,44549.96
2013/2/20 2:00,41273.05,43628.0625,43622.67969,41302.85553,40750.70758,41552.89268,41426.64604,41991.55503,43558.97
2013/2/20 3:00,41512.38,43469.94922,43530.57031,41487.76642,41145.85783,41616.52693,41686.09802,42355.52874,43396.08
2013/2/20 4:00,42174.86,44186.03906,44142.55469,42135.06085,41967.37033,42747.62379,42454.5461,43105.97803,44134.09
2013/2/20 5:00,44885.75,46398.16016,46144.14063,44659.94129,44380.55443,45218.12313,44983.18632,45997.93412,46557.42
2013/2/20 6:00,51374.05,52437.84766,52812.45313,50362.33788,49979.4226,51344.96638,51000.9569,52203.61906,52755.43
2013/2/20 7:00,56522.83,58525.05078,58519.53125,55726.24876,54727.52757,55848.9598,56484.8217,57063.16883,57406.44
2013/2/20 8:00,58052.54,59448.45703,59532.69141,58610.73481,56354.39433,57888.88182,58366.188,58812.18544,59548.58
2013/2/20 9:00,58639.49,59886.90234,59973.13672,59184.4617,56657.51295,58074.248,58992.62901,59450.5817,60211.97
2013/2/20 10:00,59534.02,61014.44531,61270.87109,59452.04255,57250.60712,59076.10682,59807.58041,60129.20147,61296.69
2013/2/20 11:00,60735.22,62201.18359,62410.60938,60503.76423,58155.27759,60929.5287,60954.44939,60979.29001,62524.28
2013/2/20 12:00,60568.69,62049.55469,62005.42969,60392.67244,57924.89714,60900.87713,60848.54248,60512.28897,62383.23
2013/2/20 13:00,59950.8,61616.50391,61679.87109,59523.92547,57249.28017,59545.51351,60202.58217,59714.71673,61680.71
2013/2/20 14:00,58896.11,60542.07031,60623.92969,59032.77673,56188.32911,58385.52232,59057.89504,58543.22218,60397.61
2013/2/20 15:00,58270.94,59298.44141,59313.54688,58832.36147,55469.0237,58024.82172,58305.53088,57896.4126,59344.74
2013/2/20 16:00,56976.01,58963.92969,58544.37109,58235.41643,54360.16966,56615.61882,56858.43407,56578.34384,58248.19
2013/2/20 17:00,57916.04,58884.18359,58596.67969,58557.00315,54887.45266,58200.92877,57911.79717,57911.64216,59158.19
2013/2/20 18:00,60909.03,62350.13281,61798.89063,60756.02907,57343.70273,61206.56606,61130.7346,60929.35931,61785.36
2013/2/20 19:00,60075.47,60437.49219,60507.54297,60206.43275,56994.198,60098.19371,60282.72656,59258.57864,61151.09
2013/2/20 20:00,56784.91,57867.28906,57681.59375,57086.04932,54166.69196,56420.93126,56506.13135,55996.12015,57849.61
2013/2/20 21:00,54137.72,55416.89844,55394.07422,54248.12646,51568.05808,53766.72598,53469.91232,53979.2164,55057.73
2013/2/20 22:00,52532.48,53479.93359,53576.21875,51889.39847,50013.07803,52236.65923,51777.59224,52900.63477,53300.52
2013/2/20 23:00,48886.11,49383.04688,49594.32422,48589.16962,47094.89834,48280.60048,48020.05265,49378.17316,49929.88
2013/2/21 0:00,46207.07,47174.46094,47099.31641,46371.88232,42714.02809,46625.28531,46475.38928,46821.97309,47084.31
2013/2/21 1:00,44549.96,45254.08203,45358.01953,45007.06786,41356.60462,45098.67821,44362.73378,45046.09192,45326.19
2013/2/21 2:00,43558.97,44350.71875,44413.51172,43449.60054,40791.12479,44216.59582,42931.54734,43891.02788,44151.38
2013/2/21 3:00,43396.08,43839.62891,43873.99609,43295.01682,40955.99615,43782.82941,42380.25907,43432.70969,43879.29
2013/2/21 4:00,44134.09,44346.70703,44303.71484,44327.89179,41846.53996,44983.09089,42908.51344,43836.26586,44350.67
2013/2/21 5:00,46557.42,45980.20703,45746.92969,45908.19051,44171.84653,46605.85163,44677.50954,45207.44597,46977.84
2013/2/21 6:00,52755.43,52879.74219,52957.12109,50927.35506,49554.19481,51441.48803,49388.34473,49056.86914,52527.93
2013/2/21 7:00,57406.44,57733.38281,57796.75781,56117.17182,54025.5268,55804.63662,53839.52092,53041.53662,57252.65
2013/2/21 8:00,59548.58,59334.10156,59371.16406,57194.44933,56152.55579,57745.69847,56233.64879,55554.78912,59104.5
2013/2/21 9:00,60211.97,59670.44531,59616.16797,58637.68284,56715.45066,59146.68717,57028.7648,56655.92107,59535.84
2013/2/21 10:00,61296.69,60154.40625,60122.42969,60483.09034,57326.32496,60211.16164,57954.5189,57836.71272,60598.72
2013/2/21 11:00,62524.28,61258.22266,61421.07031,60964.92068,58155.75415,60846.36461,59113.52483,59253.94073,61256.65
2013/2/21 12:00,62383.23,60476.41016,60318.31641,61064.08055,57991.004,60819.94458,59116.25597,59214.28738,60641.49
2013/2/21 13:00,61680.71,59329.75,59434.93359,59690.25477,57168.29713,59624.84067,58442.0967,58465.87099,59379.32
2013/2/21 14:00,60397.61,57823.36328,57961.77734,57646.34836,55970.44138,57293.02303,57122.0209,56901.59952,57991.57
2013/2/21 15:00,59344.74,56860.59766,56830.08203,56053.64573,55013.02391,57130.71389,55971.70982,55588.66079,57181.67
2013/2/21 16:00,58248.19,57220.64844,56787.75781,54606.30478,54066.1905,56115.87255,54797.22476,54428.86858,56316.26
2013/2/21 17:00,59158.19,57493.79297,57194.08594,56090.47171,54673.47154,57361.43221,55758.80638,55642.05785,56686.63
2013/2/21 18:00,61785.36,59784.22656,59349.77734,59646.30662,57038.15727,60073.59086,58732.04261,58818.42628,58949.8
2013/2/21 19:00,61151.09,58135.35547,57728.38672,58757.00133,57046.55233,59004.63871,58350.49297,57847.64008,57711.29
2013/2/21 20:00,57849.61,54276.70313,54414.56641,54969.27284,54380.54741,55126.62236,54830.02349,54334.51251,53953.9
2013/2/21 21:00,55057.73,51968.12109,51784.51953,52564.75942,51761.24618,52710.65574,51868.07182,52017.88912,51088.31
2013/2/21 22:00,53300.52,50287.86328,50314.64844,51273.35102,50092.85494,51069.26769,50215.77369,50911.73261,50413.09
2013/2/21 23:00,49929.88,47149.74219,47352.61719,48960.79572,47418.22118,48249.69343,47221.768,47935.86092,48155.38
2013/2/22 0:00,47084.31,45474.69531,45488.125,45910.82476,43813.7735,46247.27171,45281.7363,46268.28991,45766.63
2013/2/22 1:00,45326.19,43724.53125,43859.01953,43955.90947,42456.63349,44322.99503,43276.33843,44059.90678,43778.28
2013/2/22 2:00,44151.38,42448.87891,42491.80859,42546.10613,41679.6265,42368.43068,41975.58409,42520.38039,42123.9
2013/2/22 3:00,43879.29,41297.19531,41267.97656,41759.39616,41681.18902,41733.00758,41561.49667,41837.11371,41268.5
2013/2/22 4:00,44350.67,40767.20313,40725.95313,41582.5505,42336.65203,41919.12312,41859.21563,41526.45535,40819.87
2013/2/22 5:00,46977.84,39639.41406,39580.4375,41488.05287,44748.65318,42638.8863,43525.75053,42016.39138,40390.35
2013/2/22 6:00,52527.93,40301.82031,40579.125,41304.38211,49674.86079,43184.30788,46380.22962,42262.33821,39998.14
2013/2/22 7:00,57252.65,42395.46094,43031.9375,43678.12924,54023.60209,44140.64494,49812.13246,44618.57061,42252.21
2013/2/22 8:00,59104.5,45497.17188,45606.30078,47181.12642,55937.66836,47121.2285,51656.62885,47717.99522,45581.9
2013/2/22 9:00,59535.84,48101.68359,48429.77734,49481.73978,56196.28282,49374.4168,52046.82146,49141.22463,48750.52
2013/2/22 10:00,60598.72,50449.89844,50486.48438,50645.44768,56858.20363,51006.96447,52687.67516,50173.10313,50827.14
2013/2/22 11:00,61256.65,51831.80469,51907.96094,51597.31183,57472.88033,52226.30936,53318.29916,51358.81712,51707.11
2013/2/22 12:00,60641.49,51379.46094,51219.79688,51559.96452,57016.11286,51284.56877,52892.04797,51155.84587,51145.64
2013/2/22 13:00,59379.32,49684.26563,49815.86328,50150.48574,55938.64752,49750.6479,51724.25359,49915.18792,49772.45
2013/2/22 14:00,57991.57,48580.08984,48683.53516,49365.60639,54660.53908,48739.52546,50350.79779,48404.38003,48026.16
2013/2/22 15:00,57181.67,47668.83984,47505.61328,48913.8017,53869.18255,48261.89815,49570.94601,47625.24463,47572.98
2013/2/22 16:00,56316.26,48195.08203,48200.91406,48451.6394,53100.70877,47977.30351,48929.1942,47154.45159,48023.43
2013/2/22 17:00,56686.63,51096.87109,50933.03906,49813.7548,53314.03426,49157.70207,49411.08909,48054.42971,49377.51
2013/2/22 18:00,58949.8,53170.41406,53281.3125,51526.73597,55395.59284,51342.99297,51960.61918,51111.93542,51670.71
2013/2/22 19:00,57711.29,51281.32813,51605.13281,51206.66167,55061.09052,50373.86446,51512.82973,50323.28255,50455.86
2013/2/22 20:00,53953.9,47587.42969,47616.33203,48864.46484,52082.31585,48300.89213,48205.39697,47248.45389,47917.87
2013/2/22 21:00,51088.31,46853.84375,46843.17578,47689.70257,49486.78459,46590.01461,45777.51005,45516.77404,45107.79
2013/2/22 22:00,50413.09,45101.00391,45171.32031,46736.03814,48843.1241,46166.86197,45780.166,46269.30879,45465.42
2013/2/22 23:00,48155.38,43312.47656,43319.03125,45339.40947,47333.03701,44970.73735,44763.67042,44564.39072,43666.35
2013/2/23 0:00,45766.63,41294.49219,41378.50391,43327.26479,43827.11078,42024.32529,42565.78956,42050.99887,41346.76
2013/2/23 1:00,43778.28,39340.41016,39327.04297,41894.37667,42378.77358,39301.07467,41158.10091,40065.48716,39843.44
2013/2/23 2:00,42123.9,38715.98047,38767.22656,40535.49449,41290.472,38277.20597,40334.31516,39010.63024,39170.95
2013/2/23 3:00,41268.5,38716.84766,38597.92969,39091.35827,40861.62987,37642.36075,40454.05833,39171.01729,38821.51
2013/2/23 4:00,40819.87,38542.79688,38277.64844,38526.7428,40946.65304,37206.52678,41294.85164,40069.1115,38724.14
2013/2/23 5:00,40390.35,37619.50781,37475.55469,38067.45741,41485.51258,36673.80006,42028.29749,40639.06239,37542.05
2013/2/23 6:00,39998.14,36438.39844,36937.4375,37117.22499,42488.66611,36119.58928,42074.90468,40074.73441,36278.06
2013/2/23 7:00,42252.21,37504.40625,38025.19141,37687.96314,44912.00028,37074.91899,43326.72964,41256.83005,36780.38
2013/2/23 8:00,45581.9,39507.39063,39735.82813,40650.68816,47851.13751,39417.94607,45969.03016,43931.97115,39910.78
2013/2/23 9:00,48750.52,43159.59375,42947.15625,43534.43175,50522.32558,43198.22132,48938.92962,46897.83075,42667.17
2013/2/23 10:00,50827.14,45078.28516,45297.98828,47081.19982,52528.80691,45138.26889,50850.69658,49459.58973,44555.42
2013/2/23 11:00,51707.11,46922.07813,46995.48828,48063.80801,53457.07664,46433.53337,51663.9407,50989.81973,46445.49
2013/2/23 12:00,51145.64,45903.22656,46099.59375,48230.38857,53150.92738,46132.07076,51488.52798,50884.08206,45710.21
2013/2/23 13:00,49772.45,44135.27734,43920.9375,47110.58413,52118.83438,44969.52354,50638.06031,49616.45416,44040.36
2013/2/23 14:00,48026.16,42923.21875,42691.92969,45843.6705,50713.6702,43922.01085,49435.31413,48009.10237,42982.03
2013/2/23 15:00,47572.98,42570.29688,42538.25,45175.13364,50325.77626,43269.93938,49292.38978,47635.582,42457.87
2013/2/23 16:00,48023.43,42923.29297,42729.37891,45854.22569,50787.65114,43543.03377,50109.66057,48534.58058,42705.39
2013/2/23 17:00,49377.51,45795.92188,45495.05859,47166.44822,51851.51946,45711.59197,51000.08119,49877.73843,45280.69
2013/2/23 18:00,51670.71,49361.5625,49940.30859,49632.10869,53959.07979,47754.57839,52599.56292,52107.45956,49639.59
2013/2/23 19:00,50455.86,50499.49219,51010.73438,50252.87186,53640.37386,47830.78931,52113.70612,52037.0704,49117.25
2013/2/23 20:00,47917.87,47406.63281,47647.03906,49068.73891,51620.89123,46949.99674,50030.04977,49964.18654,46895.94
2013/2/23 21:00,45107.79,46200.96094,46526.96094,46894.88915,49167.49962,45173.85627,47624.50761,47787.40678,45520.02
2013/2/23 22:00,45465.42,45679.30078,45787.58984,45984.49522,49297.51737,44703.99718,48069.26376,48533.76545,46171.58
2013/2/23 23:00,43666.35,44207.98047,43870.55859,44496.73238,48397.68863,43959.66146,47049.762,47081.14916,43634.5
2013/2/24 0:00,41346.76,41556.19141,41530.87891,42946.9674,43655.15937,42311.47264,43823.06738,41898.33404,40596.92
2013/2/24 1:00,39843.44,39004.01563,39138.77344,41837.3773,42601.95866,41602.73037,43412.3262,40656.61666,38927.07
2013/2/24 2:00,39170.95,38253.44531,38266.60547,41010.1234,42253.3519,41513.98993,44142.35316,41275.68145,38321.01
2013/2/24 3:00,38821.51,38514.8125,38529.21875,40931.42033,42338.95527,41414.4046,45673.37075,43354.85963,38771.46
2013/2/24 4:00,38724.14,39896.76172,40173.27344,41735.29694,42603.93622,42944.62758,47465.26877,46119.71344,40539.59
2013/2/24 5:00,37542.05,44427.39453,44382.65234,43357.10076,42194.20935,43697.6429,48742.97215,49211.43853,43731.87
2013/2/24 6:00,36278.06,50388.27734,50292.38281,50295.17685,41634.99352,49978.05822,50147.83147,53392.60218,51051
2013/2/24 7:00,36780.38,56782.22266,56238.86328,53287.48374,42576.95957,54945.33742,53807.59242,58311.03095,56584.71
2013/2/24 8:00,39910.78,58908.69922,58480.10938,56091.45936,45657.801,56870.89025,58456.79204,61803.08777,58350.11
2013/2/24 9:00,42667.17,58969.53516,58852.61719,58268.03801,48645.86391,59400.19162,61514.40838,62609.90128,58708.65
2013/2/24 10:00,44555.42,59555.91797,59763.33203,59005.95762,50705.44721,60254.58021,63044.39914,63436.40278,60709.74
2013/2/24 11:00,46445.49,61645.32813,61635.15625,59644.17135,52341.95418,61105.6044,63689.61285,64507.56057,61976.46
2013/2/24 12:00,45710.21,61349.10156,61812.875,59626.88237,52172.86912,61228.11765,63136.08756,63780.0418,61838.14
2013/2/24 13:00,44040.36,61084.26563,61034.03125,58655.76484,50967.24101,60646.66982,61807.61332,62381.09359,61526.01
2013/2/24 14:00,42982.03,60465.36719,60439.73438,56792.12913,50067.93704,59160.62634,60668.86632,61804.69309,60786.18
2013/2/24 15:00,42457.87,59945.04688,59943.10547,56601.20476,49818.86818,58631.92673,60120.40043,61391.45318,59951.71
